factor,axis,stratum,bin_index,bin_left,bin_right,right_closed,sample_count,unsupported_count,correct_count,accuracy,error_rate,mean_raw_value,mean_reliability,mean_pred_confidence,mean_entropy,nll,brier,reliability_gap
motion,reliability,offset_50ms,9,0.9,1.0,True,25302,356,25170,0.994783021105051,0.005216978894948987,0.9926446952675465,0.9926446952675465,0.9895779225650831,0.031053007608565365,0.01754586098654194,0.00821471685765504,0.0021383258375045067
motion,reliability,offset_100ms,0,0.0,0.1,False,0,0,0,,,,,,,,,
motion,reliability,offset_100ms,1,0.1,0.2,False,0,0,0,,,,,,,,,
motion,reliability,offset_100ms,2,0.2,0.30000000000000004,False,0,0,0,,,,,,,,,
motion,reliability,offset_100ms,3,0.30000000000000004,0.4,False,0,0,0,,,,,,,,,
motion,reliability,offset_100ms,4,0.4,0.5,False,0,0,0,,,,,,,,,
motion,reliability,offset_100ms,5,0.5,0.6000000000000001,False,0,0,0,,,,,,,,,
motion,reliability,offset_100ms,6,0.6000000000000001,0.7000000000000001,False,0,0,0,,,,,,,,,
motion,reliability,offset_100ms,7,0.7000000000000001,0.8,False,0,0,0,,,,,,,,,
motion,reliability,offset_100ms,8,0.8,0.9,False,0,0,0,,,,,,,,,
motion,reliability,offset_100ms,9,0.9,1.0,True,25874,355,25746,0.995052948906238,0.004947051093762034,0.9709105038832704,0.9709105038832704,0.9899507025687009,0.029975983089245574,0.017684572061883914,0.008359823408915152,0.024142445022967585
motion,reliability,offset_150ms,0,0.0,0.1,False,0,0,0,,,,,,,,,
motion,reliability,offset_150ms,1,0.1,0.2,False,0,0,0,,,,,,,,,
motion,reliability,offset_150ms,2,0.2,0.30000000000000004,False,0,0,0,,,,,,,,,
motion,reliability,offset_150ms,3,0.30000000000000004,0.4,False,0,0,0,,,,,,,,,
motion,reliability,offset_150ms,4,0.4,0.5,False,0,0,0,,,,,,,,,
motion,reliability,offset_150ms,5,0.5,0.6000000000000001,False,0,0,0,,,,,,,,,
motion,reliability,offset_150ms,6,0.6000000000000001,0.7000000000000001,False,0,0,0,,,,,,,,,
motion,reliability,offset_150ms,7,0.7000000000000001,0.8,False,0,0,0,,,,,,,,,
motion,reliability,offset_150ms,8,0.8,0.9,False,0,0,0,,,,,,,,,
motion,reliability,offset_150ms,9,0.9,1.0,True,25646,352,25521,0.9951259455665601,0.004874054433439912,0.9357171404206472,0.9357171404206472,0.990243214057544,0.029367947476250083,0.017659919115265755,0.00853515216895536,0.059408805145912846
