factor,axis,stratum,bin_index,bin_left,bin_right,right_closed,sample_count,unsupported_count,correct_count,accuracy,error_rate,mean_raw_value,mean_reliability,mean_pred_confidence,mean_entropy,nll,brier,reliability_gap
motion,reliability,offset_100ms,9,0.9,1.0,True,15566,215,15489,0.995053321341385,0.004946678658614978,0.9656458112715021,0.9656458112715021,0.9849726054011848,0.04408440279394824,0.020524082481561505,0.009411661048540798,0.02940751006988296
motion,reliability,offset_150ms,0,0.0,0.1,False,0,0,0,,,,,,,,,
motion,reliability,offset_150ms,1,0.1,0.2,False,0,0,0,,,,,,,,,
motion,reliability,offset_150ms,2,0.2,0.30000000000000004,False,0,0,0,,,,,,,,,
motion,reliability,offset_150ms,3,0.30000000000000004,0.4,False,0,0,0,,,,,,,,,
motion,reliability,offset_150ms,4,0.4,0.5,False,0,0,0,,,,,,,,,
motion,reliability,offset_150ms,5,0.5,0.6000000000000001,False,0,0,0,,,,,,,,,
motion,reliability,offset_150ms,6,0.6000000000000001,0.7000000000000001,False,0,0,0,,,,,,,,,
motion,reliability,offset_150ms,7,0.7000000000000001,0.8,False,0,0,0,,,,,,,,,
motion,reliability,offset_150ms,8,0.8,0.9,False,0,0,0,,,,,,,,,
motion,reliability,offset_150ms,9,0.9,1.0,True,14894,210,14821,0.9950986974620653,0.004901302537934749,0.9232173968885382,0.9232173968885382,0.9854855510319612,0.042600382627030496,0.020670724702580308,0.009610255219368289,0.07188130057352704
